 Board : D:\pro.166\hm2.prime_h610m2-tf.100.230613948\hm2.prime_h610m2-tf.100.230613948-tr.brd
 Unit  : mil & mm
 Date  : Tue Jun 20 13:41:56 2023

---------------------------------------------------------------------------------------------------
                     TOP  LAYER  COMPONENT  CENTER  REPORT
---------------------------------------------------------------------------------------------------
         |                        |                  |        MIL        |        MM         |   | 
         |                        |                  |-------------------|-------------------|   | 
 refdes  |      device type       |     package      |    x    |    y    |    x    |    y    |ang|m
---------------------------------------------------------------------------------------------------
SR4217    R_MBS_R0402_47OHM/47OHM  MBS_R0402            8835.00   1435.00   224.409    36.449 0   N
SR4218    R_MBS_R0402_47OHM/47OHM  MBS_R0402            8835.00   1365.00   224.409    34.671 0   N
SR4219    R_MBS_R0402__75OHM/75Ohm MBS_R0402            8745.00   1650.00   222.123    41.910 0   N
SR4220    R_MBS_R0402__75OHM/75Ohm MBS_R0402            8835.00   1615.00   224.409    41.021 0   N
SR5902    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            9020.00    795.00   229.108    20.193 180 N
SR5903    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            9020.00    760.00   229.108    19.304 180 N
SR1001_SP SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK    459.00   1865.00    11.659    47.371 180 N
SR1002_SP SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   2155.00   1895.00    54.737    48.133 270 N
SR1003_SP SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   2000.00   1895.00    50.800    48.133 90  N
SRN204    4R8PS_MBS_4R8P0603_2.7KOHM/2.7KOHM MBS_4R8P0603         5835.00   1700.00   148.209    43.180 90  N
SRP2      8R10PS_MBS_8R10P0603_8.2KOHM/8.2KOHM MBS_8R10P0603        8475.00   2430.00   215.265    61.722 90  N
SU1       ALDER_LAKE_PCH_S_INTEL_S_BGA_10/PCH-S S_BGA_1045P_1102X984   7600.00   1916.00   193.040    48.666 0   N
SU70      82N30G_AE3_5_R_S_SOT23_RICH__82/82N30G-AE3-5-R S_SOT23_RICH         4375.00   2125.00   111.125    53.975 270 N
SU70C3    C_MBS_C0402_1.5PF/50V/1.5PF/50V MBS_C0402            4285.00   2045.00   108.839    51.943 90  N
SX1       CRYSTAL_SMD_23GND_S_XTAL_4P_315/32.768Khz S_XTAL_4P_315X150    6720.00   1545.00   170.688    39.243 180 N
SX2       CRYSTAL_SMD_24GND_S_XTAL_4P_1_1/38.4MHZ S_XTAL_4P_126X98_HOSON_H35   6695.00   2071.00   170.053    52.603 270 N
SZ_1G_LAN_1.2E HD_STANDARD_XUMB_LAN_LOGO_HD_ST/LOGO_HD_DEMO_LAN HD_STANDARD_XUMB_LAN_LOGO  -3010.00   7800.00   -76.454   198.120 0   N
SZ_ASM108X_1.0E HD_STANDARD_XUMB_SLOT_LOGO_S_HD/LOGO_HD_DEMO_SLOT S_HD_STANDARD_XUMB_SLOT_LGO  -3015.00   7070.00   -76.581   179.578 0   N
SZ_AUDIO_1.2C HD_STANDARD_XUMB_AUDIO_LOGO_S_H/HD_STANDARD_AUDIO S_HD_STANDARDXUMBSAUDIOLOGO  -3000.00   5570.00   -76.200   141.478 0   N
SZ_DP2VGA_1.2G HD_STANDARD_XUMB_OTHER_LOGO_S_H/LOGO_HD_DEMO_OTHER S_HD_STANDARDXUMBSOTHERLOGO  -3005.00   4805.00   -76.327   122.047 0   N
SZ_SIO_1.1R HD_STANDARD_XUMB_SUPER_LOGO_S_H/SUPER_IO S_HD_STANDARDXUMBSSUPERLOGO  -3015.00   3365.00   -76.581    85.471 0   N
SZ_U2_HUB_1.0K HD_STANDARD_XUMB_USB_LOGO_S_HD_/HD_DEMO_USB S_HD_STANDARDXUMBS_USB_LOGO  -3015.00   4085.00   -76.581   103.759 0   N
TMC31     C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9103.00   1820.00   231.216    46.228 270 N
TMC40     C_MBS_C0603_0.1UF/16V/0.1UF/16V MBS_C0603            9235.00   1945.00   234.569    49.403 180 N
TML30     R_MBS_R0603_0OHM/0Ohm    MBS_R0603            9145.00   1825.00   232.283    46.355 270 N
TMQ40     P_MOS_SOT23_MBS_SOT23_EMFA0P02J/EMFA0P02J MBS_SOT23            9235.00   1845.00   234.569    46.863 90  N
TMQ41     NPN_SOT23_MBS_SOT23_PMBS3904/PMBS3904 MBS_SOT23            9355.00   1995.00   237.617    50.673 90  N
TMQ41C1   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            9355.00   2085.00   237.617    52.959 180 N
TMR40     R_MBS_R0402_10KOHM/10KOhm MBS_R0402            9235.00   1990.00   234.569    50.546 180 N
TMR41     R_MBS_R0402_10KOHM/10KOhm MBS_R0402            9355.00   2120.00   237.617    53.848 180 N
TMR42     R_MBS_R0603_40.2KOHM/40.2KOhm MBS_R0603            9355.00   2165.00   237.617    54.991 0   N
TPM       HEADER_2X7P_K14_S_HD_2X7P_79_K1/HEADER_2X7P_K14 S_HD_2X7P_79_K14_HOR_LF3   9135.00   1440.00   232.029    36.576 270 N
U27C1     C_MBS_C0402_DISCRETE_22PF/50V/22PF/50V MBS_C0402            4920.00    425.00   124.968    10.795 180 N
U27C2     C_MBS_C0402_DISCRETE_22PF/50V/22PF/50V MBS_C0402            4920.00    365.00   124.968     9.271 180 N
U27L21    SL_0603_SHORTPIN_S_SHORT_R0603_/SHORT_R0603_NM S_SHORT_R0603_NOMASK   5175.00    760.00   131.445    19.304 180 N
U27L28    SHORTPIN_MBS_SHORTPIN0603_NOMAS/SHORTPIN_0603_NM MBS_SHORTPIN0603_NOMASK   4795.00    850.00   121.793    21.590 270 N
U27R1     R_MBS_R0603_10MOHM/10MOhm MBS_R0603            4985.00    395.00   126.619    10.033 270 N
U27X1     CRYSTAL_SMD_24GND_S_XTAL_4P_1_2/12Mhz S_XTAL_4P_126X98_HOSON_H31   4775.00    385.00   121.285     9.779 180 N
U2HCE1    CAP_MBS_CPL_5606D3_6D3X9LFH_MS_/560UF/6.3V MBS_CPL_5606D3_6D3X9LFH_MS   4750.00    185.00   120.650     4.699 270 N
U2U7      GL852G_OHG12_4VIA_S_QFN_28P_S19/GL850G-OHY60 S_QFN_28P_S197_PAD_ALC_4V   4981.49    638.07   126.530    16.207 270 N
U2U7C5    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4825.00    595.00   122.555    15.113 180 N
U2U7C9    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4920.00    490.00   124.968    12.446 270 N
U2U7C14   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5105.00    510.00   129.667    12.954 270 N
U2U7C17   C_MBS_C0603_DISCRETE_1UF/16V/1UF/16V MBS_C0603            5175.00    600.00   131.445    15.240 0   N
U2U7C21   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            5105.00    760.00   129.667    19.304 90  N
U2U7C27   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4950.00    780.00   125.730    19.812 0   N
U2U7C28   C_MBS_C0603_DISCRETE_10UF/6.3V/10UF/6.3V MBS_C0603            4862.00    850.00   123.495    21.590 90  N
U2U7C209  C_MBS_C0603_DISCRETE_1UF/16V/1UF/16V MBS_C0603            4845.00    480.00   123.063    12.192 0   N
U2U7C227  C_MBS_C0603_DISCRETE_10UF/6.3V/10UF/6.3V MBS_C0603            4953.00    850.00   125.806    21.590 90  N
U2U7C228  C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            4870.00    780.00   123.698    19.812 180 N
U2U7R8    R_MBS_R0402_DISCRETE_470OHM/470Ohm MBS_R0402            4825.00    540.00   122.555    13.716 180 N
U2U7R17   R_MBS_R0402_10KOHM/10KOhm MBS_R0402            5265.00    675.00   133.731    17.145 0   N
U2U7R18   R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            5175.00    645.00   131.445    16.383 0   N
U2U7R19   R_MBS_R0402_10KOHM/10KOhm MBS_R0402            5175.00    680.00   131.445    17.272 0   N
U2U7R20   R_MBS_R0402_10KOHM/10KOhm MBS_R0402            5175.00    715.00   131.445    18.161 0   N
U2U7R22   R_MBS_R0402_10KOHM/10KOhm MBS_R0402            5100.00    830.00   129.540    21.082 90  N
U2U7R23   R_MBS_R0402_10KOHM/10KOhm MBS_R0402            5065.00    830.00   128.651    21.082 90  N
U2U7R24   R_MBS_R0402_10KOHM/10KOhm MBS_R0402            5030.00    830.00   127.762    21.082 90  N
U2U7R25   R_MBS_R0402_10KOHM/10KOhm MBS_R0402            4995.00    830.00   126.873    21.082 90  N
U2U7R217  R_MBS_R0402_DISCRETE_47KOHM/47KOhm MBS_R0402            5265.00    640.00   133.731    16.256 0   N
U32G1_34  BOX_HD_2X10P_K20_LOTES_MBS_BOX_/BOX_HD_2X10P_K20 MBS_BOX_HD_2X10P_79_K20_SP   9335.00   4810.00   237.109   122.174 270 N
U32G2_C2  USB_CON_24P_10HOLD_LOTES_IV_MBS/USB_CON_24P MBS_USB_24P_10HOLD_LF3_IV    327.06   4487.79     8.307   113.990 270 N
UC13      C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            7955.00   1195.00   202.057    30.353 270 N
UC14      C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            6510.00   1500.00   165.354    38.100 180 N
UC22      C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            8180.00   1300.00   207.772    33.020 0   N
UC27      C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            7495.00    790.00   190.373    20.066 270 N
UC702     C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            3832.00    261.00    97.333     6.629 180 N
UC704     C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            3832.00    213.00    97.333     5.410 180 N
UCC31     C_IV_MBS_C0402_IV_0.22UF/10V/0.22UF/10V MBS_C0402_IV         1430.00   4335.00    36.322   110.109 270 N
UCC32     C_IV_MBS_C0402_IV_0.22UF/10V/0.22UF/10V MBS_C0402_IV         1395.00   4335.00    35.433   110.109 270 N
UCC33     C_IV_MBS_C0402_IV_0.22UF/10V/0.22UF/10V MBS_C0402_IV         1515.00   4335.00    38.481   110.109 270 N
UCC34     C_IV_MBS_C0402_IV_0.22UF/10V/0.22UF/10V MBS_C0402_IV         1480.00   4335.00    37.592   110.109 270 N
UCC300    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            7920.00   1195.00   201.168    30.353 270 N
UCC301    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1310.00   4740.00    33.274   120.396 0   N
UCC307    C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            1310.00   4780.00    33.274   121.412 0   N
UCCE3     CAP_MBS_CPL_100U16V6D3X9_LFH__1/100UF/16V MBS_CPL_100U16V6D3X9_LFH_MS    950.00   5095.00    24.130   129.413 270 N
UCD301    AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         1145.00   4750.00    29.083   120.650 90  N
UCD302    AZ1045_04F_AM_IV_MBS_DFN_10P__1/AZ174S-04F.R7G MBS_DFN_10P_20_98X39_IV   1095.00   4480.00    27.813   113.792 270 N
UCD303    AZ1045_04F_AM_IV_MBS_DFN_10P__1/AZ174S-04F.R7G MBS_DFN_10P_20_98X39_IV   1095.00   4365.00    27.813   110.871 270 N
UCE1      CAP_MBS_CPL_100U16V6D3X9_LFH__1/100UF/16V MBS_CPL_100U16V6D3X9_LFH_MS   1390.00   8920.00    35.306   226.568 270 N
UCE2      CAP_MBS_CPL_100U16V6D3X9_LFH__1/100UF/16V MBS_CPL_100U16V6D3X9_LFH_MS   1390.00   5095.00    35.306   129.413 270 N
UCE5      CAP_MBS_CPL_100U16V6D3X9_LFH__1/100UF/16V MBS_CPL_100U16V6D3X9_LFH_MS   5670.00    185.00   144.018     4.699 270 N
UCE6      CAP_MBS_CPL_100U16V6D3X9_LFH__1/100UF/16V MBS_CPL_100U16V6D3X9_LFH_MS   9335.00   5480.00   237.109   139.192 270 N
UCF3      POLY_FUSE_MBS_POLYSWITCH_2P_0_2/3.5A/6V MBS_POLYSWITCH_2P_0805_H47   1180.00   5080.00    29.972   129.032 180 N
UCL31     COMMON_CHOKE_12_43_MBS_CHOKE__1/90Ohm/100MHz MBS_CHOKE_4P_79X47   1195.00   4380.00    30.353   111.252 180 N
UCL32     COMMON_CHOKE_12_43_MBS_CHOKE__1/90Ohm/100MHz MBS_CHOKE_4P_79X47   1195.00   4310.00    30.353   109.474 180 N
UCL33     COMMON_CHOKE_12_43_MBS_CHOKE__1/90Ohm/100MHz MBS_CHOKE_4P_79X47   1195.00   4520.00    30.353   114.808 180 N
UCL34     COMMON_CHOKE_12_43_MBS_CHOKE__1/90Ohm/100MHz MBS_CHOKE_4P_79X47   1195.00   4450.00    30.353   113.030 180 N
UCR31     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1195.00   4292.50    30.353   109.030 180 N
UCR32     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1195.00   4327.50    30.353   109.918 180 N
UCR33     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1195.00   4362.50    30.353   110.808 180 N
UCR34     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1195.00   4397.50    30.353   111.697 180 N
UCR35     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1195.00   4432.50    30.353   112.586 180 N
UCR36     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1195.00   4467.50    30.353   113.475 180 N
UCR37     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1195.00   4502.50    30.353   114.364 180 N
UCR38     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1195.00   4537.50    30.353   115.253 180 N
UCR317    R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            7940.00    995.00   201.676    25.273 90  N
UCR318    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            7920.00   1100.00   201.168    27.940 270 N
UCR319    R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            7905.00    995.00   200.787    25.273 270 N
UCU3      ASM1543_A2_8VIA_MBS_QFN_32P_S15/ASM1543 MBS_QFN_32P_S157_PAD_REA_8V   1440.00   4195.00    36.576   106.553 0   N
UCU3C5    C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1440.00   4085.00    36.576   103.759 0   N
UCU3C12   C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            1624.00   4158.00    41.250   105.613 0   N
UCU3C29   C_MBS_C0402_DISCRETE_0.1UF/16V/0.1UF/16V MBS_C0402            1296.00   4210.00    32.918   106.934 0   N
UCU3C212  C_MBS_C0805_10UF/6.3V/10UF/6.3V MBS_C0805            1623.00   4215.00    41.224   107.061 180 N
UCU3C229  C_MBS_C0603_1UF/16V/1UF/16V MBS_C0603            1299.00   4259.00    32.995   108.179 180 N
UCU3JP1   SHORTPIN_MBS_SHORTPIN0402_NOMAS/SHORTPIN_0402_NM MBS_SHORTPIN0402_NOMASK   1385.00   4705.00    35.179   119.507 180 N
UCU3JP2   SHORTPIN_MBS_SHORTPIN0402_NOMAS/SHORTPIN_0402_NM MBS_SHORTPIN0402_NOMASK   1385.00   4780.00    35.179   121.412 180 N
UCU3R1    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            1295.00   4140.00    32.893   105.156 0   N
UCU3R2    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            1295.00   4105.00    32.893   104.267 0   N
UCU3R7    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            1510.00   4055.00    38.354   102.997 90  N
UCU3R8    R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            1545.00   4055.00    39.243   102.997 90  N
UCU3R9    R_MBS_R0402_12.1KOHM/12.1KOHM MBS_R0402            1580.00   4055.00    40.132   102.997 90  N
UCU3R15   R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            1550.00   4335.00    39.370   110.109 270 N
UCU3R29   R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            1295.00   4175.00    32.893   106.045 0   N
UCU3R30   R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            1190.00   4250.00    30.226   107.950 0   N
UCU3R32   R_MBS_R0402_2.7KOHM/2.7KOHM MBS_R0402            1190.00   4215.00    30.226   107.061 0   N
UD3       AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P          830.00   8845.00    21.082   224.663 270 N
UD4       AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         6135.00    560.00   155.829    14.224 180 N
UD13      AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         1000.00   8845.00    25.400   224.663 90  N
UD14      AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         6135.00    390.00   155.829     9.906 0   N
UD21      AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         1145.00   4885.00    29.083   124.079 270 N
UD22      AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         9170.00   4065.00   232.918   103.251 0   N
UD31      AZ1045_04F_AM_IV_MBS_DFN_10P__1/AZ174S-04F.R7G MBS_DFN_10P_20_98X39_IV   1095.00   4180.00    27.813   106.172 90  N
UD33      AZ1045_04F_AM_IV_MBS_DFN_10P__1/AZ174S-04F.R7G MBS_DFN_10P_20_98X39_IV   9145.00   4680.00   232.283   118.872 270 N
UD34      AZ1045_04F_AM_IV_MBS_DFN_10P__1/AZ174S-04F.R7G MBS_DFN_10P_20_98X39_IV   9145.00   4800.00   232.283   121.920 270 N
UD121     AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         1315.00   4885.00    33.401   124.079 90  N
UD122     AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         9170.00   4235.00   232.918   107.569 180 N
UD705     BAT54AW_MBS_SOT323_BAT54AW/BAT54AW MBS_SOT323           3691.00    390.00    93.751     9.906 270 N
UD722     AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         4315.00    370.00   109.601     9.398 270 N
UD724     AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         4485.00    370.00   113.919     9.398 90  N
UD726     AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         5205.00    375.00   132.207     9.525 270 N
UD728     AZ1015_04SR7F_MBS_SOT23_6P__AZC/AZC399-04S.R7G MBS_SOT23_6P         5375.00    375.00   136.525     9.525 90  N
UF3       POLY_FUSE_MBS_POLYSWITCH_2P_0_3/1.75A MBS_POLYSWITCH_2P_0805_H31    985.00   9370.00    25.019   237.998 180 N
UF4       POLY_FUSE_MBS_POLYSWITCH_2P_0_3/1.75A MBS_POLYSWITCH_2P_0805_H31   5842.00    260.00   148.387     6.604 270 N
UF32      POLY_FUSE_MBS_POLYSWITCH_2P_0_4/2.6A/8V MBS_POLYSWITCH_2P_0805_H31   9300.00   5305.00   236.220   134.747 0   N
UF38      POLY_FUSE_MBS_POLYSWITCH_2P_0_2/3.5A/6V MBS_POLYSWITCH_2P_0805_H47   1180.00   5000.00    29.972   127.000 180 N
UF701     POLY_FUSE_MBS_POLYSWITCH_2P_0_3/1.75A MBS_POLYSWITCH_2P_0805_H31   4045.00    340.00   102.743     8.636 0   N
UF703     POLY_FUSE_MBS_POLYSWITCH_2P_0_3/1.75A MBS_POLYSWITCH_2P_0805_H31   4922.00    255.00   125.019     6.477 270 N
UL721     COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   4660.00    515.00   118.364    13.081 270 N
UL723     COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   4590.00    515.00   116.586    13.081 270 N
UL725     COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   5515.00    515.00   140.081    13.081 270 N
UL727     COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   5430.00    515.00   137.922    13.081 270 N
ULA3      COMMON_CHOKE_12_43_MBS_CHOKE__1/90Ohm/100MHz MBS_CHOKE_4P_79X47   1170.00   8808.00    29.718   223.723 180 N
ULA4      COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   6170.00    720.00   156.718    18.288 270 N
ULA21     COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   1480.00   4912.00    37.592   124.765 180 N
ULA22     COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   9200.00   3910.00   233.680    99.314 90  N
ULB3      COMMON_CHOKE_12_43_MBS_CHOKE__1/90Ohm/100MHz MBS_CHOKE_4P_79X47   1170.00   8877.00    29.718   225.476 180 N
ULB4      COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   6095.00    720.00   154.813    18.288 270 N
ULB21     COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   1480.00   4838.00    37.592   122.885 180 N
ULB22     COMMON_CHOKE_12_43_MBS_CHOKE_4P/90Ohm/100MHz MBS_CHOKE_4P_79X47_NM   9150.00   3760.00   232.410    95.504 90  N
ULB31     COMMON_CHOKE_12_43_IV_S_CHOKE_4/90Ohm/100MHz S_CHOKE_4P_79X47_IV_NS   1165.00   4070.00    29.591   103.378 90  N
ULB33     COMMON_CHOKE_12_43_IV_S_CHOKE_4/90Ohm/100MHz S_CHOKE_4P_79X47_IV_NS   9067.50   4530.00   230.315   115.062 90  N
ULB34     COMMON_CHOKE_12_43_IV_S_CHOKE_4/90Ohm/100MHz S_CHOKE_4P_79X47_IV_NS   9142.50   4530.00   232.219   115.062 90  N
UPU40     APL1117_MBS_SOT223_IC_LD2117AG-/LD2117AG-AD-AA3-A-R MBS_SOT223           2030.00   4225.00    51.562   107.315 90  N
UPU40PC1  C_MBS_C0603_DISCRETE_10UF/6.3V/10UF/6.3V MBS_C0603            2135.00   4095.00    54.229   104.013 270 N
UPU40PC2  C_MBS_C0805_10UF/16V/10UF/16V MBS_C0805            1993.00   4441.00    50.622   112.801 180 N
UPU40PR1  R_MBS_R0402_1.27KOHM/1.27KOhm MBS_R0402            2110.00   4420.00    53.594   112.268 0   N
UPU40PR2  R_MBS_R0402_DISCRETE_2.15KOHM/2.15KOhm MBS_R0402            2110.00   4455.00    53.594   113.157 180 N
UQ10      UM6K1N_NB_MBS_SOT363_NXP__2N700/2N7002KDW MBS_SOT363_NXP       8670.00   6725.00   220.218   170.815 180 N
UQ706     PH8230E_S_POWPAK_5P_203X242_SHA/SIRA14DP-T1-GE3-U S_POWPAK_5P_203X242_SHAR   5825.00    450.00   147.955    11.430 90  N
UQ730     N_MOS_SOT23_MBS_SOT23_H2N7002/H2N7002 MBS_SOT23            8670.00   6510.00   220.218   165.354 270 N
UQ10AC1   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8670.00   6815.00   220.218   173.101 0   N
UQ10BC1   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8670.00   6635.00   220.218   168.529 0   N
UQ730C1   C_MBS_C0402_0.1UF/16V/0.1UF/16V MBS_C0402            8675.00   6420.00   220.345   163.068 0   N
UR9       R_MBS_R0402__0OHM/0Ohm   MBS_R0402            1170.00   8790.00    29.718   223.266 180 N
UR10      R_MBS_R0402__0OHM/0Ohm   MBS_R0402            1170.00   8825.00    29.718   224.155 180 N
UR11      R_MBS_R0402__0OHM/0Ohm   MBS_R0402            1170.00   8860.00    29.718   225.044 180 N
UR12      R_MBS_R0402__0OHM/0Ohm   MBS_R0402            1170.00   8895.00    29.718   225.933 180 N
UR13      SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   6188.00    720.00   157.175    18.288 270 N
UR14      SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   6153.00    720.00   156.286    18.288 270 N
UR15      SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   6078.00    720.00   154.381    18.288 270 N
UR16      SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   6113.00    720.00   155.270    18.288 270 N
UR181     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            8290.00   1280.00   210.566    32.512 270 N
UR182     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            8255.00   1280.00   209.677    32.512 270 N
UR183     R_MBS_R0402_4.7KOHM/4.7KOHM MBS_R0402            7425.00    790.00   188.595    20.066 90  N
UR184     R_MBS_R0402_8.2KOHM/8.2KOhm MBS_R0402            7460.00    790.00   189.484    20.066 90  N
UR211     SL_0402_SHORTPIN_S_SHORT_R0402_/0402_SHORTPIN_NM S_SHORT_R0402_NOMASK   1480.00   4930.00    37.592   125.222 180 N
